
TEST[0.0, 0.295, 0.4375, 0.07666666666666666, 0.125]
TEST[0.0, 0.4976851851851852, 0.778969957081545, 0.0787037037037037, 0.09012875536480687]
TEST[0.0, 0.49489795918367346, 0.7821011673151751, 0.11224489795918367, 0.07782101167315175]
TEST[0.0, 0.498046875, 0.7563451776649747, 0.06640625, 0.08121827411167512]
TEST[0.0, 0.4972375690607735, 0.7544802867383512, 0.11049723756906077, 0.1111111111111111]
TEST[0.0, 0.7683333333333333, 0.5267857142857143, 0.08333333333333333, 0.125]
TEST[0.0, 0.4982142857142857, 0.8638888888888889, 0.075, 0.10555555555555556]
TEST[0.0, 0.7748344370860927, 0.6107784431137725, 0.059602649006622516, 0.10778443113772455]
TEST[0.0, 0.822742474916388, 0.43154761904761907, 0.0802675585284281, 0.16071428571428573]
TEST[0.0, 0.6257861635220126, 0.4968553459119497, 0.13836477987421383, 0.2389937106918239]
TRAIN[0.0, 0.4976958525345622, 0.7844827586206896, 0.07373271889400922, 0.09482758620689655]
TRAIN[0.0, 0.8283333333333334, 0.39880952380952384, 0.06333333333333334, 0.11904761904761904]
TRAIN[0.0, 0.24842767295597484, 0.4937106918238994, 0.08176100628930817, 0.15723270440251572]
TRAIN[0.0, 0.47005988023952094, 0.8504983388704319, 0.17365269461077845, 0.11295681063122924]
TRAIN[0.0, 0.8364779874213837, 0.4968553459119497, 0.10062893081761007, 0.18867924528301888]
TRAIN[0.0, 0.4908759124087591, 0.6711956521739131, 0.032846715328467155, 0.059782608695652176]
TRAIN[0.0, 0.5545454545454546, 0.5327868852459017, 0.04727272727272727, 0.07103825136612021]
TRAIN[0.0, 0.7483333333333333, 0.5148809523809523, 0.05, 0.1488095238095238]
TRAIN[0.0, 0.6709090909090909, 0.46174863387978143, 0.04727272727272727, 0.060109289617486336]
TRAIN[0.0, 0.676678445229682, 0.42696629213483145, 0.0812720848056537, 0.11235955056179775]
VALIDATE[0.0, 0.5183333333333333, 0.8482142857142857, 0.09, 0.1488095238095238]
VALIDATE[0.0, 0.8458781362007168, 0.4638888888888889, 0.07885304659498207, 0.10555555555555556]
VALIDATE[0.0, 0.7781818181818182, 0.5109289617486339, 0.08727272727272728, 0.12568306010928962]
VALIDATE[0.0, 0.7016666666666667, 0.4255952380952381, 0.07, 0.125]
VALIDATE[0.0, 0.4976851851851852, 0.7124463519313304, 0.08796296296296297, 0.0944206008583691]
VALIDATE[0.0, 0.8700305810397554, 0.5032467532467533, 0.10091743119266056, 0.18831168831168832]
VALIDATE[0.0, 0.5032894736842105, 0.8590909090909091, 0.21710526315789475, 0.10606060606060606]
VALIDATE[0.0, 0.5, 0.8058103975535168, 0.2077922077922078, 0.11926605504587157]
VALIDATE[0.0, 0.5032467532467533, 0.8742331288343558, 0.21428571428571427, 0.1165644171779141]
VALIDATE[0.0, 0.4935897435897436, 0.8245341614906833, 0.1794871794871795, 0.10248447204968944]
